0	75
12	1
13	1
14	1
15	1
16	2
17	1
19	2
21	2
22	2
23	1
24	1
26	4
27	2
31	1
33	3
35	3
38	6
40	4
42	3
43	1
44	6
45	2
47	4
50	4
52	1
54	1
55	10
57	5
61	4
63	2
65	2
66	7
68	2
72	11
73	4
75	2
77	6
78	4
80	1
83	4
84	3
85	1
86	1
88	11
89	3
90	1
94	8
100	15
