12	1
15	1
16	2
21	2
26	2
33	1
35	2
38	3
40	2
42	2
44	2
45	2
47	1
50	4
54	1
55	5
61	2
63	1
65	1
66	3
68	1
72	5
73	1
75	2
77	2
78	2
83	3
85	1
86	1
88	7
89	3
94	4
100	12
